,loss,loss,,mean,,thresh
1797:,loss,0.376,reward_mean,233.9,reward_threshold,297.6
1798:,loss,0.396,reward_mean,248.8,reward_threshold,304.6
1799:,loss,0.382,reward_mean,255.6,reward_threshold,306.7
1800:,loss,0.371,reward_mean,248.8,reward_threshold,305.8
1801:,loss,0.387,reward_mean,250,reward_threshold,302.4
1802:,loss,0.372,reward_mean,243.7,reward_threshold,303.7
1803:,loss,0.34,reward_mean,243.7,reward_threshold,306.6
1804:,loss,0.444,reward_mean,241.7,reward_threshold,300.7
1805:,loss,0.356,reward_mean,231.5,reward_threshold,302.7
1806:,loss,0.31,reward_mean,227.4,reward_threshold,306.1
1807:,loss,0.329,reward_mean,202.6,reward_threshold,302.6
1808:,loss,0.366,reward_mean,179.7,reward_threshold,299.6
1809:,loss,0.361,reward_mean,180.5,reward_threshold,302.4
1810:,loss,0.3,reward_mean,172.9,reward_threshold,292.1
1811:,loss,0.314,reward_mean,173.9,reward_threshold,298.6
1812:,loss,0.303,reward_mean,173.4,reward_threshold,293.5
1813:,loss,0.354,reward_mean,166,reward_threshold,289.1
1814:,loss,0.325,reward_mean,154.8,reward_threshold,298
1815:,loss,0.364,reward_mean,165.5,reward_threshold,295.8
1816:,loss,0.316,reward_mean,178.6,reward_threshold,297.5
1817:,loss,0.312,reward_mean,187.6,reward_threshold,298.3
1818:,loss,0.337,reward_mean,171.7,reward_threshold,299.1
1819:,loss,0.33,reward_mean,202.9,reward_threshold,299.3
1820:,loss,0.392,reward_mean,221.2,reward_threshold,304.7
1821:,loss,0.334,reward_mean,231.8,reward_threshold,305.1
1822:,loss,0.346,reward_mean,253.7,reward_threshold,307.1
1823:,loss,0.347,reward_mean,262.1,reward_threshold,306.1
1824:,loss,0.355,reward_mean,269,reward_threshold,308.2
1825:,loss,0.361,reward_mean,272.6,reward_threshold,309.3
1826:,loss,0.351,reward_mean,266.9,reward_threshold,306.1
1827:,loss,0.313,reward_mean,271.8,reward_threshold,305.3
1828:,loss,0.367,reward_mean,268.6,reward_threshold,308
1829:,loss,0.335,reward_mean,271,reward_threshold,303.7
1830:,loss,0.343,reward_mean,271.2,reward_threshold,308.1
1831:,loss,0.362,reward_mean,275.9,reward_threshold,310.8
1832:,loss,0.36,reward_mean,274,reward_threshold,309.5
1833:,loss,0.349,reward_mean,277.7,reward_threshold,312.5
1834:,loss,0.322,reward_mean,279.4,reward_threshold,311.3
1835:,loss,0.323,reward_mean,275.7,reward_threshold,308.1
1836:,loss,0.329,reward_mean,279.1,reward_threshold,308.1
1837:,loss,0.347,reward_mean,275.8,reward_threshold,309
1838:,loss,0.27,reward_mean,279.2,reward_threshold,310.5
1839:,loss,0.329,reward_mean,279.8,reward_threshold,309
1840:,loss,0.368,reward_mean,273.8,reward_threshold,307.9
1841:,loss,0.312,reward_mean,279.4,reward_threshold,309.9
1842:,loss,0.312,reward_mean,275.7,reward_threshold,309.7
1843:,loss,0.311,reward_mean,270.8,reward_threshold,309.5
1844:,loss,0.341,reward_mean,276.5,reward_threshold,310.1
1845:,loss,0.335,reward_mean,272,reward_threshold,309.8
1846:,loss,0.29,reward_mean,271.3,reward_threshold,308.6
1847:,loss,0.309,reward_mean,271.1,reward_threshold,306.8
1848:,loss,0.292,reward_mean,272.1,reward_threshold,308.4
1849:,loss,0.304,reward_mean,274.6,reward_threshold,308.6
1850:,loss,0.28,reward_mean,260.3,reward_threshold,309.7
1851:,loss,0.321,reward_mean,276.4,reward_threshold,310.6
1852:,loss,0.298,reward_mean,266.2,reward_threshold,311
1853:,loss,0.316,reward_mean,271.4,reward_threshold,310.5
1854:,loss,0.287,reward_mean,274.6,reward_threshold,313.1
1855:,loss,0.276,reward_mean,275.6,reward_threshold,312.7
1856:,loss,0.288,reward_mean,264.8,reward_threshold,309.9
1857:,loss,0.29,reward_mean,266.9,reward_threshold,307.9
1858:,loss,0.305,reward_mean,269.4,reward_threshold,307.9
1859:,loss,0.335,reward_mean,276,reward_threshold,312
1860:,loss,0.285,reward_mean,272.2,reward_threshold,309.7
1861:,loss,0.288,reward_mean,268.2,reward_threshold,306.3
1862:,loss,0.318,reward_mean,276.5,reward_threshold,311.8
1863:,loss,0.338,reward_mean,266.8,reward_threshold,307.9
1864:,loss,0.323,reward_mean,276,reward_threshold,310
1865:,loss,0.305,reward_mean,265.5,reward_threshold,305.8
1866:,loss,0.334,reward_mean,264.4,reward_threshold,305.8
1867:,loss,0.333,reward_mean,270.8,reward_threshold,308.2
1868:,loss,0.341,reward_mean,263,reward_threshold,306
1869:,loss,0.301,reward_mean,272.3,reward_threshold,311.2
1870:,loss,0.369,reward_mean,267.6,reward_threshold,307.7
1871:,loss,0.358,reward_mean,271.2,reward_threshold,308.8
1872:,loss,0.364,reward_mean,273.4,reward_threshold,310.7
1873:,loss,0.328,reward_mean,279.1,reward_threshold,309.3
1874:,loss,0.367,reward_mean,273,reward_threshold,304.2
1875:,loss,0.386,reward_mean,280.9,reward_threshold,309.6
1876:,loss,0.393,reward_mean,278.8,reward_threshold,309.3
1877:,loss,0.363,reward_mean,276.1,reward_threshold,305.5
1878:,loss,0.381,reward_mean,273.4,reward_threshold,305.7
1879:,loss,0.408,reward_mean,269.8,reward_threshold,303.2
1880:,loss,0.398,reward_mean,262.8,reward_threshold,304.2
1881:,loss,0.401,reward_mean,265.7,reward_threshold,306.4
1882:,loss,0.423,reward_mean,262.2,reward_threshold,303.8
1883:,loss,0.41,reward_mean,270.1,reward_threshold,304
1884:,loss,0.424,reward_mean,267.1,reward_threshold,304.7
1885:,loss,0.4,reward_mean,260.2,reward_threshold,307
1886:,loss,0.421,reward_mean,265.7,reward_threshold,305.2
1887:,loss,0.392,reward_mean,263.3,reward_threshold,305.9
1888:,loss,0.42,reward_mean,258.2,reward_threshold,306.4
1889:,loss,0.426,reward_mean,251.3,reward_threshold,308.5
1890:,loss,0.385,reward_mean,256.9,reward_threshold,308.2
1891:,loss,0.387,reward_mean,258.1,reward_threshold,306.4
1892:,loss,0.398,reward_mean,267.1,reward_threshold,311
1893:,loss,0.385,reward_mean,267,reward_threshold,309
1894:,loss,0.362,reward_mean,267.3,reward_threshold,309.3
1895:,loss,0.342,reward_mean,275.6,reward_threshold,311.7
1896:,loss,0.379,reward_mean,272.2,reward_threshold,307.6
1897:,loss,0.354,reward_mean,274.5,reward_threshold,309.7
1898:,loss,0.358,reward_mean,266.6,reward_threshold,310.6
1899:,loss,0.382,reward_mean,272.2,reward_threshold,308.2
1900:,loss,0.406,reward_mean,270.7,reward_threshold,305.5
1901:,loss,0.367,reward_mean,277.9,reward_threshold,308.2
1902:,loss,0.387,reward_mean,278.4,reward_threshold,304
1903:,loss,0.388,reward_mean,274.1,reward_threshold,305.5
1904:,loss,0.417,reward_mean,276.9,reward_threshold,304.2
1905:,loss,0.408,reward_mean,271.8,reward_threshold,304.6
1906:,loss,0.437,reward_mean,275.3,reward_threshold,303.5
1907:,loss,0.411,reward_mean,273.5,reward_threshold,301.7
1908:,loss,0.37,reward_mean,275.6,reward_threshold,304.5
1909:,loss,0.384,reward_mean,271.8,reward_threshold,304.4
1910:,loss,0.414,reward_mean,272.8,reward_threshold,302
1911:,loss,0.426,reward_mean,271.9,reward_threshold,301.4
1912:,loss,0.417,reward_mean,272.8,reward_threshold,302.6
1913:,loss,0.436,reward_mean,272.6,reward_threshold,301.7
1914:,loss,0.436,reward_mean,268.5,reward_threshold,300.8
1915:,loss,0.388,reward_mean,270.5,reward_threshold,300
1916:,loss,0.43,reward_mean,269.1,reward_threshold,300.8
1917:,loss,0.416,reward_mean,271,reward_threshold,299
1918:,loss,0.413,reward_mean,267.9,reward_threshold,299.3
1919:,loss,0.451,reward_mean,267.5,reward_threshold,301.1
1920:,loss,0.423,reward_mean,259.9,reward_threshold,298.9
1921:,loss,0.449,reward_mean,260.5,reward_threshold,300.5
1922:,loss,0.384,reward_mean,254.2,reward_threshold,300.8
1923:,loss,0.382,reward_mean,258.6,reward_threshold,301.9
1924:,loss,0.433,reward_mean,265,reward_threshold,298.1
1925:,loss,0.459,reward_mean,255.3,reward_threshold,296.5
1926:,loss,0.399,reward_mean,254.4,reward_threshold,301.1
1927:,loss,0.411,reward_mean,271.4,reward_threshold,304.2
1928:,loss,0.407,reward_mean,260.7,reward_threshold,302.5
1929:,loss,0.418,reward_mean,255.1,reward_threshold,298.6
1930:,loss,0.425,reward_mean,258.7,reward_threshold,301.7
1931:,loss,0.384,reward_mean,267.3,reward_threshold,300.8
1932:,loss,0.368,reward_mean,260.1,reward_threshold,299.6
1933:,loss,0.376,reward_mean,266.9,reward_threshold,301.8
1934:,loss,0.376,reward_mean,272.5,reward_threshold,301.3
1935:,loss,0.387,reward_mean,270.2,reward_threshold,300.4
1936:,loss,0.338,reward_mean,272.5,reward_threshold,302.6
1937:,loss,0.303,reward_mean,270.5,reward_threshold,304.3
1938:,loss,0.366,reward_mean,271.4,reward_threshold,304.8
1939:,loss,0.353,reward_mean,272.7,reward_threshold,304
1940:,loss,0.371,reward_mean,272.5,reward_threshold,301.3
1941:,loss,0.337,reward_mean,273.6,reward_threshold,305
1942:,loss,0.344,reward_mean,267.5,reward_threshold,305.5
1943:,loss,0.34,reward_mean,261.4,reward_threshold,304.4
1944:,loss,0.277,reward_mean,259.7,reward_threshold,306.7
1945:,loss,0.314,reward_mean,262.4,reward_threshold,307.1
1946:,loss,0.313,reward_mean,253.8,reward_threshold,304.8
1947:,loss,0.286,reward_mean,250.9,reward_threshold,308
1948:,loss,0.299,reward_mean,247.7,reward_threshold,303.9
1949:,loss,0.276,reward_mean,249.5,reward_threshold,306.6
1950:,loss,0.291,reward_mean,242.8,reward_threshold,304.4
1951:,loss,0.318,reward_mean,232.2,reward_threshold,305.3
1952:,loss,0.303,reward_mean,244.2,reward_threshold,305
1953:,loss,0.285,reward_mean,236.8,reward_threshold,307.2
1954:,loss,0.324,reward_mean,241.2,reward_threshold,302.6
1955:,loss,0.258,reward_mean,241.4,reward_threshold,306.6
1956:,loss,0.262,reward_mean,233.8,reward_threshold,305.9
1957:,loss,0.279,reward_mean,238.4,reward_threshold,307
1958:,loss,0.258,reward_mean,248.1,reward_threshold,307.9
1959:,loss,0.271,reward_mean,240.2,reward_threshold,308.2
1960:,loss,0.292,reward_mean,248,reward_threshold,306.8
1961:,loss,0.264,reward_mean,239.3,reward_threshold,308.7
1962:,loss,0.309,reward_mean,250,reward_threshold,302.1
1963:,loss,0.263,reward_mean,249.8,reward_threshold,303.4
1964:,loss,0.252,reward_mean,257.1,reward_threshold,307.5
1965:,loss,0.274,reward_mean,247.5,reward_threshold,306.5
1966:,loss,0.269,reward_mean,244.8,reward_threshold,305.1
1967:,loss,0.275,reward_mean,251.1,reward_threshold,305.8
1968:,loss,0.26,reward_mean,256.2,reward_threshold,307.3
1969:,loss,0.255,reward_mean,239.9,reward_threshold,308.9
1970:,loss,0.25,reward_mean,252.7,reward_threshold,306.5
1971:,loss,0.255,reward_mean,242.2,reward_threshold,304.9
1972:,loss,0.239,reward_mean,240.9,reward_threshold,310
1973:,loss,0.246,reward_mean,233.9,reward_threshold,304.7
1974:,loss,0.239,reward_mean,242.2,reward_threshold,301.7
1975:,loss,0.249,reward_mean,239.3,reward_threshold,304.4
1976:,loss,0.252,reward_mean,255.6,reward_threshold,305.2
1977:,loss,0.23,reward_mean,246.6,reward_threshold,306.8
1978:,loss,0.279,reward_mean,240.8,reward_threshold,297.1
1979:,loss,0.283,reward_mean,246.5,reward_threshold,302.2
1980:,loss,0.272,reward_mean,240.9,reward_threshold,303
1981:,loss,0.254,reward_mean,238.9,reward_threshold,304.8
1982:,loss,0.303,reward_mean,252,reward_threshold,300.1
1983:,loss,0.298,reward_mean,249,reward_threshold,300.2
1984:,loss,0.306,reward_mean,254.6,reward_threshold,307
1985:,loss,0.297,reward_mean,263.8,reward_threshold,306.1
1986:,loss,0.301,reward_mean,256.6,reward_threshold,306
1987:,loss,0.266,reward_mean,259.2,reward_threshold,305
1988:,loss,0.297,reward_mean,261.4,reward_threshold,306.4
1989:,loss,0.259,reward_mean,269.7,reward_threshold,303.1
1990:,loss,0.294,reward_mean,257.5,reward_threshold,306.2
1991:,loss,0.293,reward_mean,273.2,reward_threshold,306.4
1992:,loss,0.307,reward_mean,267.2,reward_threshold,307.3
1993:,loss,0.313,reward_mean,272.3,reward_threshold,306.5
1994:,loss,0.292,reward_mean,267.3,reward_threshold,304
1995:,loss,0.313,reward_mean,262.8,reward_threshold,303.6
1996:,loss,0.306,reward_mean,264.1,reward_threshold,303.7
1997:,loss,0.306,reward_mean,268.2,reward_threshold,303.5
1998:,loss,0.31,reward_mean,273.3,reward_threshold,306.5
1999:,loss,0.334,reward_mean,273,reward_threshold,304
